Id,y
51848,2.28680
51849,2.17276
51850,1.89916
51851,2.26229
51852,1.69338
51853,1.46903
51854,1.80791
51855,1.72378
51856,1.83515
51857,1.85358
51858,1.66507
51859,1.54309
51860,2.37415
51861,1.89971
51862,1.90103
51863,2.16131
51864,1.48149
51865,2.10497
51866,1.85274
51867,1.38450
51868,1.68233
51869,1.52490
51870,1.75297
51871,1.93114
51872,1.97399
51873,1.80429
51874,2.20008
51875,1.92298
51876,1.52740
51877,2.21987
51878,1.55550
51879,1.83351
51880,1.65032
51881,2.27845
51882,1.99724
51883,2.17472
51884,1.77848
51885,2.40937
51886,1.95745
51887,2.30510
51888,1.92221
51889,2.28196
51890,1.56126
51891,1.46600
51892,1.92443
51893,1.94480
51894,1.78805
51895,1.76444
51896,1.78835
51897,1.94496
51898,1.74402
51899,1.84674
51900,1.53694
51901,1.89649
51902,1.98611
51903,1.67397
51904,2.02174
51905,2.25583
51906,2.23022
51907,1.53207
51908,2.45679
51909,1.44360
51910,1.89893
51911,2.46379
51912,1.92243
51913,1.47148
51914,1.79773
51915,1.81621
51916,1.68693
51917,2.20162
51918,2.23672
51919,2.23138
51920,2.01490
51921,2.06579
51922,1.96516
51923,1.69139
51924,1.66816
51925,2.26785
51926,1.62287
51927,2.09053
51928,1.70237
51929,1.61076
51930,2.14341
51931,1.76887
51932,2.08269
51933,1.93702
51934,2.08583
51935,2.30759
51936,1.64962
51937,1.64643
51938,1.80943
51939,1.76263
51940,2.32896
51941,2.15503
51942,1.66856
51943,1.75188
51944,1.74160
51945,2.16895
51946,1.90055
51947,2.23409
51948,1.71664
51949,1.53357
51950,1.99257
51951,1.80594
51952,1.68072
51953,2.33009
51954,2.22761
51955,1.75210
51956,1.83050
51957,1.54950
51958,1.63291
51959,2.49551
51960,1.80597
51961,1.86656
51962,1.55855
51963,1.63224
51964,2.12271
51965,1.66782
51966,1.69972
51967,1.50165
51968,2.42346
51969,1.40788
51970,2.05646
51971,1.60159
51972,1.75221
51973,1.69180
51974,2.01805
51975,1.64730
51976,2.13638
51977,1.67846
51978,1.80398
51979,1.27069
51980,2.28078
51981,1.93212
51982,1.67473
51983,2.04598
51984,1.86474
51985,1.68334
51986,2.08282
51987,1.97576
51988,2.24648
51989,2.09215
51990,1.23897
51991,1.84164
51992,1.74661
51993,1.95972
51994,2.25119
51995,1.93357
51996,1.56579
51997,2.49141
51998,2.08932
51999,1.98947
52000,1.39896
52001,2.13499
52002,1.90530
52003,1.81316
52004,1.58506
52005,1.43759
52006,1.94188
52007,2.23974
52008,2.49605
52009,1.65630
52010,2.02461
52011,2.19887
52012,1.78432
52013,2.26436
52014,1.76057
52015,2.25868
52016,1.68222
52017,1.80780
52018,1.65805
52019,1.65075
52020,1.74995
52021,1.57201
52022,1.79853
52023,2.05763
52024,1.68940
52025,2.34917
52026,1.54431
52027,2.13403
52028,1.52941
52029,1.87717
52030,2.17000
52031,1.83455
52032,2.08065
52033,2.15955
52034,1.59746
52035,1.57986
52036,2.26498
52037,1.93288
52038,2.10179
52039,1.65512
52040,1.66016
52041,2.24998
52042,2.06129
52043,1.81885
52044,1.85435
52045,2.09103
52046,1.98671
52047,2.06005
52048,1.63675
52049,1.68899
52050,2.32486
52051,1.84806
52052,1.95829
52053,1.41545
52054,1.66788
52055,1.55427
52056,1.61609
52057,2.10902
52058,2.01965
52059,1.68307
52060,1.63387
52061,1.77967
52062,1.64875
52063,1.64788
52064,1.70291
52065,1.71720
52066,1.61583
52067,2.34814
52068,1.69302
52069,2.43978
52070,1.86958
52071,1.65909
52072,1.65925
52073,2.26777
52074,1.93620
52075,1.90293
52076,1.93532
52077,2.38077
52078,2.53675
52079,2.04928
52080,2.32770
52081,2.13873
52082,1.56468
52083,1.19219
52084,1.54044
52085,2.05441
52086,1.62109
52087,1.96563
52088,1.43448
52089,1.82115
52090,1.91972
52091,1.83947
52092,1.57731
52093,1.49733
52094,1.65630
52095,2.42860
52096,1.83930
52097,2.13919
52098,2.15382
52099,2.24707
52100,2.49771
52101,1.95896
52102,1.91248
52103,1.85322
52104,1.47461
52105,1.79126
52106,1.41002
52107,1.79783
52108,1.84073
52109,1.87879
52110,1.53637
52111,1.30942
52112,1.93322
52113,1.73625
52114,2.43660
52115,2.03948
52116,1.88676
52117,1.70716
52118,1.53209
52119,1.58246
52120,2.06691
52121,1.77032
52122,1.62346
52123,1.91778
52124,2.46117
52125,1.51318
52126,1.80311
52127,1.56026
52128,2.04783
52129,1.54874
52130,1.93905
52131,1.97782
52132,2.03449
52133,1.84664
52134,1.92899
52135,2.04424
52136,1.77329
52137,2.13263
52138,2.29923
52139,2.00111
52140,1.96691
52141,1.94899
52142,1.83925
52143,2.10901
52144,2.00987
52145,2.19191
52146,1.90309
52147,2.15309
52148,1.99999
52149,2.10284
52150,1.69181
52151,2.17985
52152,1.66803
52153,2.27602
52154,2.10582
52155,1.95564
52156,2.32518
52157,1.87180
52158,1.64115
52159,1.31603
52160,2.20951
52161,1.84124
52162,2.14192
52163,1.80587
52164,1.93007
52165,1.81430
52166,1.49233
52167,1.76965
52168,2.08268
52169,1.81727
52170,1.86207
52171,2.15054
52172,1.26840
52173,1.66482
52174,2.07153
52175,2.18023
52176,2.03513
52177,1.73088
52178,2.28690
52179,2.16460
52180,1.94415
52181,2.24779
52182,1.96356
52183,1.76155
52184,2.05473
52185,2.31780
52186,2.40914
52187,1.97951
52188,1.89889
52189,1.97672
52190,2.14392
52191,1.50107
52192,1.83947
52193,1.59130
52194,1.61242
52195,1.94537
52196,1.64994
52197,1.49493
52198,1.90264
52199,1.46468
52200,2.09885
52201,1.79327
52202,2.01005
52203,2.03809
52204,1.98096
52205,2.25455
52206,1.81230
52207,2.29298
52208,1.53579
52209,2.07496
52210,1.57512
52211,1.76875
52212,1.54664
52213,1.64914
52214,1.70483
52215,1.86105
52216,1.76825
52217,1.65268
52218,1.52490
52219,1.53029
52220,2.33999
52221,2.06780
52222,1.58589
52223,1.93199
52224,1.94215
52225,1.55832
52226,1.64746
52227,1.65993
52228,1.92415
52229,1.74638
52230,2.37421
52231,1.99920
52232,1.86546
52233,1.94192
52234,2.02929
52235,2.17103
52236,2.12330
52237,1.94003
52238,2.09356
52239,2.32882
52240,1.87120
52241,2.15015
52242,1.72019
52243,1.51972
52244,2.26707
52245,1.53536
52246,1.87887
52247,1.66322
52248,1.66852
52249,1.91012
52250,2.14125
52251,1.90678
52252,1.88777
52253,2.15493
52254,1.37734
52255,1.78180
52256,1.75420
52257,2.14870
52258,2.09320
52259,2.25615
52260,1.84322
52261,1.94329
52262,1.48415
52263,1.79541
52264,2.25895
52265,1.69384
52266,2.07305
52267,1.99671
52268,1.90775
52269,1.59719
52270,1.85473
52271,1.68913
52272,1.51413
52273,1.99815
52274,2.24715
52275,2.12306
52276,1.85209
52277,1.56248
52278,2.28859
52279,2.07191
52280,2.01650
52281,2.12397
52282,1.93134
52283,2.12620
52284,2.30593
52285,1.94895
52286,1.75652
52287,1.68009
52288,2.44452
52289,2.20662
52290,1.76240
52291,1.93844
52292,2.01781
52293,1.94999
52294,2.03946
52295,1.53525
52296,1.58606
52297,2.11904
52298,1.23453
52299,1.86799
52300,2.25153
52301,1.92839
52302,2.19864
52303,1.77732
52304,1.88883
52305,1.87076
52306,1.61641
52307,1.58398
52308,2.13435
52309,1.42717
52310,2.02081
52311,2.09408
52312,1.53275
52313,1.35734
52314,1.79557
52315,1.72373
52316,1.42946
52317,1.59070
52318,2.09323
52319,1.99822
52320,1.82673
52321,2.21523
52322,1.96483
52323,1.95759
52324,1.75132
52325,1.86786
52326,1.84544
52327,2.08443
52328,1.59052
52329,2.19089
52330,2.07281
52331,2.19130
52332,1.75787
52333,1.42938
52334,1.45809
52335,1.94713
52336,1.87739
52337,2.17540
52338,2.02401
52339,2.48420
52340,1.75444
52341,1.58672
52342,1.82024
52343,1.45672
52344,1.67895
52345,2.04741
52346,2.34154
52347,1.85149
52348,1.70933
52349,1.55486
52350,2.14431
52351,1.96950
52352,1.46020
52353,1.78289
52354,1.74115
52355,2.26869
52356,1.60985
52357,2.36363
52358,1.29144
52359,1.52479
52360,2.08160
52361,1.82302
52362,1.85014
52363,1.55775
52364,1.83070
52365,1.74696
52366,1.34063
52367,1.54702
52368,2.31507
52369,1.86384
52370,1.77086
52371,1.72499
52372,1.94723
52373,1.84503
52374,1.65781
52375,1.43511
52376,1.82215
52377,1.72915
52378,1.32428
52379,1.80488
52380,2.31226
52381,1.72897
52382,2.22879
52383,2.49267
52384,1.97424
52385,1.71326
52386,1.50764
52387,2.00824
52388,1.55532
52389,1.62138
52390,2.22746
52391,2.31471
52392,1.84834
52393,1.94452
52394,1.65827
52395,1.64861
52396,2.13117
52397,2.60565
52398,2.29484
52399,1.59068
52400,2.10860
52401,1.35139
52402,2.08907
52403,2.01623
52404,1.92329
52405,1.71810
52406,1.62568
52407,1.83259
52408,1.90946
52409,1.72668
52410,2.21323
52411,1.98449
52412,1.74694
52413,1.57403
52414,1.90102
52415,1.86680
52416,1.81790
52417,2.20187
52418,2.00587
52419,2.07604
52420,1.55247
52421,2.11536
52422,1.68766
52423,1.68296
52424,1.52335
52425,2.09319
52426,2.14957
52427,1.62592
52428,1.62346
52429,2.09397
52430,1.98536
52431,1.93979
52432,1.88709
52433,1.99732
52434,1.40384
52435,2.45770
52436,1.77306
52437,1.39525
52438,1.72174
52439,1.81782
52440,1.70938
52441,1.73908
52442,2.08449
52443,1.95436
52444,2.26673
52445,2.09082
52446,2.24323
52447,1.53562
52448,1.25490
52449,2.14756
52450,2.41347
52451,2.44266
52452,1.44108
52453,1.60364
52454,1.74953
52455,2.26103
52456,1.83882
52457,1.87455
52458,2.01408
52459,1.58028
52460,2.04085
52461,2.52792
52462,2.07396
52463,1.51508
52464,1.78596
52465,1.76271
52466,2.36119
52467,1.85853
52468,2.01416
52469,2.29051
52470,1.31830
52471,1.56039
52472,1.64940
52473,1.98977
52474,1.68146
52475,2.44947
52476,1.43786
52477,2.29900
52478,1.67951
52479,1.60631
52480,1.77978
52481,2.09137
52482,2.45245
52483,1.96130
52484,2.26367
52485,1.97183
52486,1.42576
52487,2.16445
52488,1.67041
52489,1.88468
52490,1.50567
52491,1.80670
52492,2.05134
52493,1.78281
52494,1.20697
52495,1.23022
52496,1.61320
52497,2.39480
52498,1.96821
52499,2.29959
52500,1.96478
52501,2.00539
52502,2.28463
52503,1.60588
52504,1.73003
52505,2.17957
52506,1.54612
52507,2.01743
52508,2.24994
52509,2.01201
52510,2.17769
52511,1.67190
52512,1.55501
52513,1.25361
52514,2.06020
52515,1.95648
52516,1.69058
52517,1.86886
52518,1.63011
52519,1.75884
52520,1.86543
52521,1.47015
52522,2.00245
52523,1.59793
52524,2.31538
52525,2.40215
52526,1.63424
52527,2.07653
52528,1.79219
52529,1.42172
52530,2.00351
52531,1.28073
52532,1.58225
52533,2.41003
52534,2.26522
52535,1.42742
52536,1.96808
52537,1.71363
52538,1.84778
52539,1.70647
52540,1.84512
52541,1.68134
52542,1.93346
52543,2.10290
52544,1.83353
52545,1.58168
52546,1.26880
52547,1.94902
52548,1.93595
52549,1.70780
52550,1.82462
52551,1.74175
52552,1.99219
52553,1.61720
52554,1.59877
52555,1.78258
52556,1.77499
52557,2.23599
52558,1.70491
52559,1.54848
52560,2.04441
52561,2.10582
52562,1.75838
52563,1.86112
52564,2.18235
52565,2.10826
52566,2.30536
52567,1.40491
52568,2.14272
52569,1.75539
52570,1.87791
52571,2.02896
52572,2.37046
52573,1.89787
52574,2.11486
52575,2.15107
52576,1.77659
52577,1.38225
52578,1.86466
52579,2.15970
52580,1.96536
52581,1.99285
52582,1.69106
52583,1.87749
52584,1.99799
52585,2.12195
52586,1.94517
52587,1.57009
52588,1.65237
52589,1.37530
52590,2.37069
52591,2.34192
52592,1.97200
52593,1.84618
52594,1.87587
52595,2.11690
52596,1.94918
52597,1.62158
52598,2.27127
52599,2.12295
52600,2.07616
52601,1.50833
52602,1.96518
52603,1.94242
52604,2.08905
52605,1.92546
52606,1.46771
52607,2.19832
52608,1.86835
52609,1.50554
52610,1.89206
52611,1.49147
52612,1.70857
52613,2.24503
52614,1.89616
52615,1.92865
52616,1.96468
52617,2.04701
52618,1.62176
52619,2.01663
52620,1.52397
52621,1.56777
52622,1.63257
52623,2.28512
52624,1.70495
52625,1.97450
52626,1.86290
52627,2.21632
52628,1.86652
52629,1.90066
52630,1.92628
52631,1.62057
52632,1.93800
52633,2.04701
52634,1.68975
52635,1.63955
52636,1.75100
52637,2.20234
52638,1.88456
52639,2.25353
52640,2.08835
52641,1.73253
52642,2.14226
52643,2.16094
52644,1.51614
52645,2.13890
52646,2.35305
52647,2.51500
52648,1.85379
52649,1.97410
52650,1.83931
52651,2.38101
52652,2.21931
52653,1.96840
52654,2.03356
52655,1.75811
52656,2.14763
52657,1.84911
52658,1.22162
52659,1.77992
52660,1.81919
52661,1.75688
52662,2.38500
52663,2.00154
52664,1.67053
52665,2.28373
52666,2.33381
52667,1.82960
52668,2.03778
52669,1.86448
52670,1.66912
52671,2.36807
52672,2.16699
52673,1.97173
52674,1.46620
52675,1.71006
52676,2.02977
52677,1.69976
52678,2.08192
52679,2.03515
52680,1.78924
52681,2.03239
52682,2.09571
52683,2.23147
52684,1.30358
52685,1.74862
52686,1.48316
52687,2.35880
52688,2.01456
52689,1.22948
52690,2.37250
52691,2.26913
52692,1.77603
52693,1.73603
52694,1.79115
52695,1.95862
52696,1.86449
52697,1.57058
52698,1.59245
52699,2.00369
52700,2.07376
52701,1.48487
52702,1.94464
52703,1.80730
52704,1.65922
52705,1.79881
52706,1.79250
52707,1.53366
52708,2.05488
52709,2.12533
52710,1.94844
52711,1.71441
52712,2.54285
52713,1.87197
52714,1.59997
52715,1.82305
52716,2.28081
52717,1.72108
52718,2.22192
52719,2.48878
52720,2.30389
52721,1.89641
52722,1.67580
52723,1.81150
52724,2.25824
52725,1.85057
52726,1.49211
52727,1.43514
52728,2.35665
52729,1.67456
52730,1.57956
52731,1.83131
52732,2.17398
52733,2.29246
52734,1.96027
52735,1.57406
52736,1.89956
52737,2.14254
52738,2.43568
52739,1.69996
52740,2.09002
52741,1.77247
52742,2.06770
52743,2.11334
52744,1.57424
52745,1.53811
52746,1.61723
52747,1.87869
52748,1.35188
52749,2.03502
52750,1.47679
52751,1.76515
52752,1.73345
52753,1.76707
52754,1.90947
52755,1.78394
52756,1.50178
52757,2.14006
52758,2.09147
52759,2.20709
52760,1.70060
52761,2.13321
52762,1.78003
52763,1.61301
52764,1.56668
52765,1.33106
52766,1.82463
52767,1.56074
52768,1.85553
52769,2.30137
52770,2.23624
52771,1.75056
52772,1.94082
52773,1.72289
52774,1.89744
52775,1.86480
52776,2.17582
52777,2.19918
52778,1.77793
52779,1.39424
52780,1.83288
52781,2.11737
52782,1.70180
52783,1.77642
52784,1.69533
52785,2.10608
52786,1.82711
52787,1.67357
52788,2.23694
52789,1.79658
52790,2.17128
52791,1.48523
52792,1.72119
52793,1.63183
52794,1.48428
52795,2.34804
52796,1.78101
52797,1.84210
52798,1.94911
52799,1.45293
52800,1.65865
52801,1.68381
52802,2.40848
52803,1.85491
52804,2.24379
52805,1.93815
52806,1.67796
52807,1.54631
52808,1.90144
52809,1.91960
52810,2.04898
52811,1.78114
52812,2.08886
52813,2.50829
52814,1.76610
52815,1.79748
52816,1.68958
52817,1.75615
52818,1.80544
52819,1.92690
52820,2.01366
52821,2.28825
52822,2.19458
52823,2.40922
52824,2.01671
52825,2.30909
52826,2.12563
52827,2.42386
52828,1.74240
52829,2.28660
52830,2.03192
52831,1.91351
52832,1.68564
52833,1.32155
52834,2.05750
52835,1.46460
52836,1.77287
52837,2.18473
52838,1.48935
52839,1.68832
52840,1.58977
52841,1.31235
52842,1.78276
52843,1.67810
52844,1.83301
52845,2.15650
52846,1.85998
52847,1.47779
52848,1.54050
52849,1.87061
52850,2.20443
52851,2.19171
52852,1.80946
52853,1.92683
52854,1.97147
52855,2.30377
52856,1.35344
52857,1.75787
52858,2.14893
52859,2.36397
52860,1.40928
52861,2.49021
52862,2.20993
52863,1.69005
52864,2.20591
52865,2.10501
52866,2.10820
52867,1.42238
52868,1.89986
52869,1.70053
52870,1.63240
52871,1.62457
52872,2.20208
52873,1.75828
52874,1.81541
52875,1.93056
52876,1.70424
52877,2.14419
52878,2.25425
52879,1.78522
52880,2.06923
52881,1.77684
52882,1.40004
52883,2.29249
52884,1.71014
52885,1.94403
52886,1.69342
52887,2.45989
52888,1.85288
52889,1.74313
52890,2.15186
52891,1.54529
52892,1.96246
52893,1.65617
52894,2.09915
52895,1.33850
52896,2.40727
52897,1.71705
52898,2.02912
52899,1.70764
52900,1.75851
52901,2.29900
52902,1.92055
52903,2.06096
52904,1.92066
52905,1.85403
52906,1.63887
52907,1.70503
52908,2.00133
52909,2.24903
52910,1.93797
52911,2.34508
52912,1.58645
52913,1.48187
52914,1.91753
52915,1.92963
52916,1.97119
52917,1.90291
52918,2.25499
52919,1.93117
52920,1.85035
52921,2.18378
52922,1.87196
52923,1.17068
52924,1.53712
52925,1.80723
52926,2.41036
52927,1.57929
52928,2.37190
52929,1.58751
52930,1.85462
52931,2.17508
52932,1.96143
52933,1.66864
52934,1.70521
52935,1.89556
52936,1.83800
52937,1.92817
52938,1.86552
52939,1.57168
52940,1.72045
52941,2.28820
52942,2.06815
52943,1.81629
52944,1.84994
52945,2.03957
52946,1.42021
52947,1.58075
52948,2.17896
52949,2.13213
52950,1.60490
52951,2.17819
52952,1.73863
52953,1.73667
52954,1.63176
52955,1.59804
52956,1.96638
52957,1.73850
52958,1.81565
52959,2.16904
52960,1.48929
52961,2.43859
52962,1.84955
52963,1.82799
52964,1.98372
52965,1.57939
52966,1.65997
52967,2.07667
52968,2.11181
52969,1.59953
52970,1.73861
52971,1.48804
52972,1.63796
52973,2.34209
52974,1.84551
52975,1.93019
52976,1.90718
52977,2.12781
52978,2.15444
52979,1.61545
52980,2.01129
52981,1.40405
52982,1.39893
52983,1.94329
52984,1.41558
52985,2.15528
52986,1.73411
52987,2.36399
52988,1.59555
52989,1.58337
52990,1.88701
52991,1.68962
52992,1.75652
52993,1.78268
52994,2.04245
52995,1.84828
52996,2.14463
52997,1.90933
52998,2.05777
52999,1.70484
53000,2.05928
53001,1.74210
53002,1.32657
53003,1.86500
53004,2.07575
53005,2.01879
53006,1.96812
53007,1.84264
53008,1.70493
53009,2.34877
53010,1.87811
53011,1.96147
53012,1.73512
53013,2.17517
53014,1.80907
53015,1.87219
53016,2.04008
53017,1.93950
53018,1.67079
53019,1.91482
53020,1.66743
53021,1.67306
53022,1.57052
53023,1.55415
53024,2.10531
53025,1.98620
53026,1.43087
53027,2.14711
53028,2.13241
53029,1.85956
53030,1.89564
53031,2.16361
53032,1.91913
53033,1.59532
53034,1.61457
53035,1.84314
53036,2.27308
53037,1.53218
53038,1.21284
53039,1.80090
53040,1.76740
53041,1.81811
53042,1.80458
53043,1.70289
53044,2.06895
53045,1.85305
53046,2.09344
53047,1.83792
53048,1.61519
53049,1.48293
53050,2.40907
53051,1.65550
53052,1.62327
53053,1.79012
53054,1.87050
53055,1.44577
53056,2.25919
53057,1.62247
53058,2.38111
53059,1.83291
53060,1.77389
53061,1.76902
53062,1.81240
53063,1.64474
53064,2.24885
53065,1.59602
53066,2.06372
53067,1.58299
53068,1.92917
53069,2.14555
53070,2.32752
53071,1.97796
53072,1.72473
53073,1.98073
53074,1.60484
53075,2.02184
53076,1.63312
53077,2.17051
53078,1.88862
53079,1.31296
53080,1.88712
53081,1.73359
53082,1.83316
53083,2.33515
53084,1.63894
53085,1.49055
53086,1.82959
53087,1.62576
53088,1.82212
53089,1.84106
53090,2.44156
53091,1.60680
53092,1.68728
53093,2.00447
53094,1.99319
53095,1.42337
53096,1.65812
53097,2.05577
53098,1.74930
53099,1.73202
53100,1.55594
53101,2.15273
53102,1.59880
53103,1.69801
53104,2.01423
53105,1.55699
53106,2.26480
53107,1.82872
53108,1.80766
53109,2.24336
53110,1.67211
53111,1.75418
53112,2.21251
53113,1.64558
53114,1.73731
53115,1.63977
53116,2.09473
53117,2.08192
53118,1.84281
53119,1.56748
53120,2.29643
53121,1.31261
53122,1.45642
53123,2.16559
53124,1.50633
53125,1.65342
53126,2.06655
53127,2.06679
53128,2.13669
53129,2.31797
53130,1.30196
53131,2.09871
53132,1.61636
53133,1.68976
53134,1.78230
53135,1.62679
53136,2.10728
53137,1.64560
53138,1.73625
53139,1.98239
53140,2.14698
53141,2.18045
53142,1.77423
53143,2.14744
53144,1.74082
53145,1.99331
53146,1.71241
53147,2.11497
53148,1.89055
53149,2.32823
53150,2.07461
53151,1.47788
53152,1.82875
53153,2.03316
53154,1.57115
53155,2.12058
53156,1.95867
53157,1.81579
53158,1.71256
53159,2.35707
53160,1.87498
53161,2.39126
53162,1.55158
53163,1.37486
53164,2.08346
53165,1.62596
53166,2.23723
53167,1.58420
53168,1.65163
53169,2.18584
53170,1.57096
53171,2.39888
53172,2.25925
53173,1.98486
53174,2.11075
53175,1.95258
53176,1.77302
53177,1.55782
53178,1.77215
53179,1.79421
53180,2.31878
53181,2.13933
53182,2.37382
53183,1.84252
53184,1.76808
53185,2.45694
53186,2.17341
53187,2.30770
53188,1.93491
53189,1.86248
53190,1.97731
53191,1.78003
53192,1.98646
53193,1.86439
53194,1.89813
53195,2.28933
53196,2.13032
53197,2.05149
53198,1.44032
53199,1.67493
53200,2.33328
53201,1.95868
53202,2.03597
53203,2.33954
53204,1.62487
53205,1.83197
53206,1.91739
53207,2.45108
53208,1.64039
53209,1.65617
53210,2.09706
53211,1.55264
53212,1.93440
53213,2.06265
53214,2.01356
53215,2.03958
53216,1.52511
53217,1.42019
53218,2.45815
53219,1.66795
53220,1.71560
53221,2.06812
53222,2.13268
53223,1.82305
53224,1.31068
53225,1.81161
53226,2.38720
53227,2.23138
53228,2.01770
53229,1.62535
53230,1.49572
53231,1.76531
53232,2.03235
53233,1.90417
53234,1.55919
53235,1.74845
53236,1.95500
53237,1.67223
53238,1.91280
53239,1.97243
53240,1.65976
53241,1.35280
53242,1.64184
53243,1.38072
53244,1.70415
53245,1.84557
53246,1.51516
53247,1.92828
53248,2.16194
53249,1.88178
53250,2.01392
53251,1.91088
53252,2.36008
53253,1.81025
53254,1.71434
53255,1.29495
53256,1.82117
53257,2.00069
53258,1.79065
53259,1.62764
53260,1.71507
53261,1.81183
53262,2.02616
53263,1.96301
53264,1.73431
53265,1.65254
53266,1.74753
53267,1.97602
53268,1.76457
53269,1.70736
53270,1.97847
53271,2.17550
53272,1.60747
53273,1.53998
53274,1.87416
53275,1.74341
53276,1.62671
53277,1.58637
53278,1.63410
53279,1.71074
53280,1.81759
53281,2.08577
53282,1.99937
53283,1.92668
53284,1.95579
53285,2.03677
53286,2.31672
53287,1.73517
53288,1.50675
53289,1.59367
53290,1.69410
53291,1.52560
53292,2.07955
53293,2.17341
53294,2.03239
53295,1.69291
53296,1.61121
53297,1.84152
53298,1.76632
53299,2.39693
53300,2.26577
53301,1.81466
53302,1.50152
53303,1.66159
53304,2.07854
53305,1.74726
53306,1.73472
53307,1.69383
53308,1.99559
53309,1.95251
53310,1.99461
53311,1.87820
53312,1.87190
53313,2.23436
53314,1.93909
53315,2.09831
53316,1.42340
53317,1.87441
53318,1.84337
53319,2.33658
53320,2.29201
53321,1.65367
53322,2.11212
53323,1.71629
53324,2.21552
53325,2.17347
53326,2.03230
53327,1.83686
53328,1.50727
53329,2.03793
53330,1.81006
53331,1.62203
53332,1.78087
53333,1.50375
53334,1.73242
53335,2.04053
53336,1.80315
53337,1.70252
53338,2.12019
53339,1.47284
53340,1.68040
53341,1.94122
53342,2.06108
53343,1.86245
53344,1.90872
53345,1.91110
53346,2.36310
53347,2.23084
53348,2.29261
53349,2.00045
53350,1.61936
53351,1.83443
53352,1.82676
53353,2.10638
53354,1.33330
53355,1.83701
53356,1.79391
53357,2.13125
53358,1.66768
53359,2.19253
53360,1.69172
53361,1.91383
53362,2.08000
53363,1.44054
53364,2.10765
53365,1.53316
53366,2.08772
53367,2.41759
53368,1.72936
53369,1.99171
53370,2.15336
53371,2.00946
53372,1.80231
53373,1.73369
53374,1.92831
53375,1.80688
53376,2.29496
53377,1.62962
53378,2.01799
53379,1.76669
53380,1.83579
53381,1.84162
53382,1.66946
53383,2.11560
53384,1.73794
53385,1.81737
53386,2.05375
53387,1.63313
53388,1.67537
53389,1.20987
53390,1.54957
53391,1.68040
53392,2.00916
53393,1.52793
53394,1.85039
53395,1.68918
53396,1.97043
53397,1.97258
53398,1.60823
53399,2.24335
53400,1.94753
53401,1.66313
53402,1.48019
53403,1.78281
53404,1.55272
53405,1.75524
53406,2.36169
53407,1.78033
53408,1.80679
53409,1.68598
53410,2.20883
53411,2.18558
53412,1.94635
53413,1.84564
53414,1.82866
53415,2.21362
53416,1.74405
53417,1.77817
53418,1.51892
53419,2.22554
53420,1.79770
53421,2.34053
53422,2.28738
53423,1.92067
53424,1.65728
53425,2.09741
53426,2.46540
53427,1.83593
53428,1.99355
53429,1.50771
53430,1.95262
53431,1.79186
53432,1.70493
53433,2.38916
53434,2.04772
53435,2.30107
53436,2.07262
53437,2.34137
53438,2.10060
53439,2.11444
53440,1.49650
53441,1.76064
53442,2.33162
53443,1.36389
53444,2.10998
53445,1.98029
53446,1.43207
53447,2.24904
53448,1.86560
53449,1.74717
53450,2.22231
53451,2.24018
53452,2.12895
53453,1.92641
53454,2.39584
53455,1.76226
53456,2.39578
53457,2.37432
53458,1.66678
53459,1.20307
53460,1.81137
53461,2.18214
53462,1.88381
53463,1.80358
53464,1.81895
53465,1.48127
53466,2.17337
53467,2.16004
53468,1.67127
53469,2.18106
53470,1.87907
53471,1.56228
53472,2.02372
53473,2.22936
53474,1.61398
53475,2.12303
53476,1.82244
53477,1.85291
53478,1.81431
53479,2.20135
53480,2.39086
53481,1.70553
53482,2.13203
53483,1.63744
53484,2.08771
53485,1.61602
53486,1.80285
53487,2.10389
53488,2.10540
53489,1.96665
53490,1.60403
53491,1.77233
53492,1.92541
53493,1.67016
53494,2.26761
53495,1.70189
53496,1.41303
53497,1.78420
53498,1.89290
53499,2.21546
53500,2.38795
53501,1.74025
53502,2.10763
53503,1.57373
53504,1.56906
53505,2.08926
53506,2.04298
53507,2.53257
53508,1.69332
53509,2.13283
53510,2.20286
53511,1.78483
53512,2.04352
53513,1.67012
53514,1.53571
53515,2.21619
53516,1.69059
53517,1.71388
53518,2.16360
53519,1.64095
53520,1.55988
53521,1.62611
53522,1.71249
53523,2.33194
53524,1.99107
53525,1.46676
53526,1.63354
53527,1.63348
53528,1.96622
53529,2.04823
53530,2.13499
53531,1.49702
53532,1.50167
53533,2.03380
53534,2.17937
53535,1.58584
53536,1.92880
53537,2.22827
53538,1.68104
53539,1.62077
53540,1.77069
53541,1.89769
53542,1.91563
53543,1.79445
53544,1.75398
53545,1.93321
53546,1.95689
53547,1.89565
53548,2.31216
53549,2.03730
53550,1.91817
53551,1.67523
53552,2.18416
53553,2.30440
53554,2.19529
53555,2.13216
53556,2.12966
53557,2.22190
53558,1.96042
53559,2.23470
53560,2.17810
53561,2.36263
53562,1.84046
53563,2.23583
53564,2.26992
53565,1.82368
53566,2.10686
53567,1.52284
53568,1.92236
53569,1.76886
53570,1.44312
53571,1.95910
53572,1.79800
53573,1.99354
53574,2.05433
53575,1.57967
53576,1.72305
53577,2.43855
53578,2.52051
53579,2.12749
53580,1.94816
53581,1.93646
53582,1.82863
53583,1.63460
53584,1.91686
53585,2.10458
53586,2.07353
53587,1.63924
53588,1.65159
53589,2.12593
53590,1.78604
53591,2.23191
53592,1.96815
53593,1.63562
53594,1.94421
53595,2.20707
53596,1.82683
